Date,Close
2023-08-01,13.4
2023-08-02,13.75
2023-08-03,13.71
2023-08-04,13.2
2023-08-07,13.17
2023-08-08,13.11
2023-08-09,11.47
2023-08-10,13.08
2023-08-11,11.25
2023-08-14,11.61
2023-08-15,13.82
2023-08-16,13.7
2023-08-17,14.37
2023-08-18,12.69
2023-08-21,11.61
2023-08-22,12.4
2023-08-23,12.89
2023-08-24,12.96
2023-08-25,14.06
2023-08-28,12.77
2023-08-29,13.32
2023-08-30,12.06
2023-08-31,13.36
2023-09-01,13.12
2023-09-04,12.38
2023-09-05,12.82
2023-09-06,12.95
2023-09-07,12.91
2023-09-08,15.01
2023-09-11,13.48
2023-09-12,13.12
2023-09-13,11.2
2023-09-14,12.16
2023-09-15,12.97
2023-09-18,12.72
2023-09-19,14.81
2023-09-20,13.57
2023-09-21,14.89
2023-09-22,13.86
2023-09-25,13.74
2023-09-26,13.62
2023-09-27,13.71
2023-09-28,15.5
2023-09-29,11.67
2023-10-02,11.48
2023-10-03,12.96
2023-10-04,13.77
2023-10-05,14.61
2023-10-06,14.53
2023-10-09,13.71
2023-10-10,15.04
2023-10-11,15.27
2023-10-12,14.46
2023-10-13,15.16
2023-10-16,14.62
2023-10-17,13.71
2023-10-18,14.88
2023-10-19,14.48
2023-10-20,14.33
2023-10-23,15.87
2023-10-24,12.12
2023-10-25,12.63
2023-10-26,12.97
2023-10-27,13.88
2023-10-30,14.19
2023-10-31,12.98
2023-11-01,13.35
2023-11-02,13.56
2023-11-03,16.99
2023-11-06,16.9
2023-11-07,14.65
2023-11-08,14.39
2023-11-09,13.57
2023-11-10,12.69
2023-11-13,14.45
2023-11-14,13.84
2023-11-15,14.7
2023-11-16,13.3
2023-11-17,13.97
2023-11-20,15.06
2023-11-21,15.47
2023-11-22,15.6
2023-11-23,13.87
2023-11-24,15.85
2023-11-27,14.52
2023-11-28,15.81
2023-11-29,15.37
2023-11-30,13.93
2023-12-01,14.81
2023-12-04,15.71
2023-12-05,16.11
2023-12-06,15.43
2023-12-07,17.05
2023-12-08,16.78
2023-12-11,15.52
2023-12-12,16.37
2023-12-13,17.73
2023-12-14,17.98
2023-12-15,14.79
2023-12-18,14.68
2023-12-19,17.15
2023-12-20,14.94
2023-12-21,14.37
2023-12-22,15.15
2023-12-25,16.26
2023-12-26,15.91
2023-12-27,15.32
2023-12-28,15.23
2023-12-29,15.2
2024-01-01,15.09
2024-01-02,18.32
2024-01-03,16.8
2024-01-04,17.19
2024-01-05,15.87
2024-01-08,16.05
2024-01-09,15.56
2024-01-10,13.53
2024-01-11,14.54
2024-01-12,14.27
2024-01-15,13.85
2024-01-16,14.88
2024-01-17,17.63
2024-01-18,16.67
2024-01-19,17.91
2024-01-22,17.26
2024-01-23,17.56
2024-01-24,15.91
2024-01-25,17.14
2024-01-26,17.55
2024-01-29,16.35
2024-01-30,17.35
2024-01-31,17.52
2024-02-01,16.52
2024-02-02,15.94
2024-02-05,16.24
2024-02-06,17.74
2024-02-07,18.36
2024-02-08,17.47
2024-02-09,18.32
2024-02-12,19.46
2024-02-13,19.84
2024-02-14,21.0
2024-02-15,21.04
2024-02-16,18.88
2024-02-19,21.75
2024-02-20,20.08
2024-02-21,21.59
2024-02-22,20.97
2024-02-23,20.54
2024-02-26,19.51
2024-02-27,21.18
2024-02-28,20.17
2024-02-29,22.75
2024-03-01,23.85
2024-03-04,22.11
2024-03-05,23.12
2024-03-06,22.38
2024-03-07,22.52
2024-03-08,24.13
2024-03-11,24.0
2024-03-12,25.94
2024-03-13,24.12
2024-03-14,25.51
2024-03-15,24.96
2024-03-18,26.04
2024-03-19,25.09
2024-03-20,25.51
2024-03-21,25.66
2024-03-22,25.1
2024-03-25,27.0
2024-03-26,27.43
2024-03-27,27.58
2024-03-28,28.72
2024-03-29,28.96
2024-04-01,27.59
2024-04-02,28.3
2024-04-03,27.55
2024-04-04,28.24
2024-04-05,27.87
2024-04-08,30.53
2024-04-09,29.8
2024-04-10,29.26
2024-04-11,30.77
2024-04-12,27.71
2024-04-15,27.87
2024-04-16,30.92
2024-04-17,30.78
2024-04-18,31.1
2024-04-19,29.7
2024-04-22,31.27
2024-04-23,33.73
2024-04-24,33.05
2024-04-25,32.43
2024-04-26,31.87
2024-04-29,32.29
2024-04-30,30.74
2024-05-01,33.09
2024-05-02,34.2
2024-05-03,32.05
2024-05-06,33.12
2024-05-07,32.93
2024-05-08,33.25
2024-05-09,34.49
2024-05-10,32.64
2024-05-13,35.58
2024-05-14,36.31
2024-05-15,35.55
2024-05-16,33.32
2024-05-17,34.65
2024-05-20,37.58
2024-05-21,34.08
2024-05-22,36.19
2024-05-23,35.81
2024-05-24,37.93
2024-05-27,37.2
2024-05-28,38.34
2024-05-29,38.83
2024-05-30,40.35
2024-05-31,38.66
2024-06-03,39.45
2024-06-04,37.82
2024-06-05,40.46
2024-06-06,39.02
2024-06-07,39.16
2024-06-10,40.19
2024-06-11,38.93
2024-06-12,40.72
2024-06-13,41.89
2024-06-14,41.53
2024-06-17,40.02
2024-06-18,41.44
2024-06-19,42.69
2024-06-20,40.36
2024-06-21,40.98
2024-06-24,43.52
2024-06-25,43.44
2024-06-26,43.72
2024-06-27,45.4
2024-06-28,44.38
2024-07-01,44.88
2024-07-02,47.2
2024-07-03,44.72
2024-07-04,43.91
2024-07-05,45.19
2024-07-08,45.85
2024-07-09,45.12
2024-07-10,44.64
2024-07-11,48.14
2024-07-12,46.79
2024-07-15,45.97
2024-07-16,47.68
2024-07-17,47.04
2024-07-18,46.95
2024-07-19,47.92
2024-07-22,46.64
2024-07-23,48.27
2024-07-24,50.26
2024-07-25,49.24
2024-07-26,48.38
2024-07-29,48.58
2024-07-30,48.86
2024-07-31,49.21
2024-08-01,49.29
2024-08-02,50.78
2024-08-05,48.76
2024-08-06,51.25
2024-08-07,50.51
2024-08-08,51.33
2024-08-09,50.07
2024-08-12,52.84
2024-08-13,53.33
2024-08-14,53.26
2024-08-15,50.88
2024-08-16,53.07
2024-08-19,53.42
2024-08-20,51.58
2024-08-21,53.07
2024-08-22,53.84
2024-08-23,54.31
2024-08-26,54.45
2024-08-27,54.74
2024-08-28,56.14
2024-08-29,56.25
2024-08-30,52.25
2024-09-02,54.71
2024-09-03,55.38
2024-09-04,54.02
2024-09-05,55.85
2024-09-06,57.46
2024-09-09,55.77
2024-09-10,57.13
2024-09-11,56.2
2024-09-12,56.47
2024-09-13,58.85
2024-09-16,57.61
2024-09-17,58.6
2024-09-18,56.52
2024-09-19,60.17
2024-09-20,59.59
2024-09-23,59.16
2024-09-24,60.02
2024-09-25,58.28
2024-09-26,60.81
2024-09-27,59.81
2024-09-30,60.24
2024-10-01,60.16
2024-10-02,60.21
2024-10-03,61.68
2024-10-04,61.6
2024-10-07,62.45
2024-10-08,62.06
2024-10-09,62.69
2024-10-10,61.98
2024-10-11,64.73
2024-10-14,61.73
2024-10-15,64.32
2024-10-16,64.97
2024-10-17,62.95
2024-10-18,65.95
2024-10-21,65.6
2024-10-22,65.67
2024-10-23,64.87
2024-10-24,64.66
2024-10-25,64.79
2024-10-28,65.88
2024-10-29,67.22
2024-10-30,66.33
2024-10-31,65.24
2024-11-01,67.0
2024-11-04,67.82
2024-11-05,67.82
2024-11-06,68.07
2024-11-07,67.22
2024-11-08,66.58
2024-11-11,67.0
2024-11-12,66.44
2024-11-13,68.42
2024-11-14,68.54
2024-11-15,68.35
2024-11-18,66.21
2024-11-19,67.79
2024-11-20,70.59
2024-11-21,69.34
2024-11-22,70.35
2024-11-25,69.18
2024-11-26,72.04
2024-11-27,71.01
2024-11-28,71.45
2024-11-29,73.75
2024-12-02,73.72
2024-12-03,72.01
2024-12-04,71.62
2024-12-05,71.98
2024-12-06,73.04
2024-12-09,73.04
2024-12-10,72.89
2024-12-11,74.92
2024-12-12,73.77
2024-12-13,76.21
2024-12-16,74.78
2024-12-17,76.45
2024-12-18,75.39
2024-12-19,76.01
2024-12-20,74.53
2024-12-23,74.64
2024-12-24,76.15
2024-12-25,77.06
2024-12-26,76.39
2024-12-27,75.09
2024-12-30,75.27
2024-12-31,75.39
2025-01-01,75.21
2025-01-02,77.25
2025-01-03,78.75
2025-01-06,78.27
2025-01-07,76.06
2025-01-08,77.99
2025-01-09,78.46
2025-01-10,80.99
2025-01-13,78.2
2025-01-14,79.03
2025-01-15,81.44
2025-01-16,80.68
2025-01-17,80.83
2025-01-20,80.85
2025-01-21,81.23
2025-01-22,81.9
2025-01-23,80.53
2025-01-24,82.2
2025-01-27,80.61
2025-01-28,82.26
2025-01-29,82.51
2025-01-30,81.89
2025-01-31,82.56
2025-02-03,84.2
2025-02-04,84.09
2025-02-05,84.91
2025-02-06,84.37
2025-02-07,85.85
2025-02-10,84.87
2025-02-11,86.73
2025-02-12,85.18
2025-02-13,85.67
2025-02-14,85.79
2025-02-17,88.1
2025-02-18,87.54
2025-02-19,87.0
2025-02-20,87.75
2025-02-21,85.3
2025-02-24,87.35
2025-02-25,89.84
2025-02-26,88.41
2025-02-27,88.23
2025-02-28,88.8
2025-03-03,89.54
2025-03-04,86.81
2025-03-05,86.82
2025-03-06,88.85
2025-03-07,88.32
2025-03-10,90.61
2025-03-11,89.4
2025-03-12,87.66
2025-03-13,88.19
2025-03-14,86.86
2025-03-17,89.53
2025-03-18,90.08
2025-03-19,90.02
2025-03-20,91.65
2025-03-21,92.12
2025-03-24,91.1
2025-03-25,89.04
2025-03-26,91.64
2025-03-27,92.07
2025-03-28,91.99
2025-03-31,92.97
2025-04-01,91.02
2025-04-02,94.07
2025-04-03,91.6
2025-04-04,93.08
2025-04-07,91.12
2025-04-08,91.7
2025-04-09,94.39
2025-04-10,93.08
2025-04-11,94.11
2025-04-14,93.95
2025-04-15,93.68
2025-04-16,95.24
2025-04-17,93.94
2025-04-18,92.28
2025-04-21,93.33
2025-04-22,94.97
2025-04-23,95.16
2025-04-24,93.29
2025-04-25,93.97
2025-04-28,94.52
2025-04-29,94.93
2025-04-30,94.06
2025-05-01,94.8
2025-05-02,94.91
2025-05-05,96.76
2025-05-06,97.18
2025-05-07,96.37
2025-05-08,96.1
2025-05-09,96.7
2025-05-12,96.12
2025-05-13,95.8
2025-05-14,96.07
2025-05-15,96.52
2025-05-16,96.15
2025-05-19,97.75
2025-05-20,98.67
2025-05-21,96.55
2025-05-22,97.98
2025-05-23,98.04
2025-05-26,98.93
2025-05-27,98.81
2025-05-28,97.42
2025-05-29,97.51
2025-05-30,98.94
2025-06-02,100.48
2025-06-03,97.51
2025-06-04,99.77
2025-06-05,101.08
2025-06-06,100.01
2025-06-09,100.87
2025-06-10,99.82
2025-06-11,100.36
2025-06-12,99.01
2025-06-13,98.17
2025-06-16,101.71
2025-06-17,100.37
2025-06-18,100.82
2025-06-19,100.03
2025-06-20,99.99
2025-06-23,101.56
2025-06-24,101.33
2025-06-25,102.52
2025-06-26,102.88
2025-06-27,102.9
2025-06-30,103.13
2025-07-01,104.63
2025-07-02,102.26
2025-07-03,103.04
2025-07-04,104.47
2025-07-07,105.12
2025-07-08,102.58
2025-07-09,103.43
2025-07-10,105.37
2025-07-11,104.89
2025-07-14,104.81
2025-07-15,104.48
2025-07-16,104.36
2025-07-17,105.13
2025-07-18,104.8
2025-07-21,105.27
2025-07-22,105.56
2025-07-23,104.94
2025-07-24,106.18
2025-07-25,108.9
2025-07-28,104.83
2025-07-29,106.46
2025-07-30,105.7
2025-07-31,107.05
2025-08-01,106.82
2025-08-04,107.82
2025-08-05,108.49
2025-08-06,107.69
2025-08-07,108.63
2025-08-08,105.33
2025-08-11,109.15
2025-08-12,108.59
2025-08-13,109.32
2025-08-14,107.19
2025-08-15,107.37
2025-08-18,108.7
2025-08-19,108.84
2025-08-20,109.26
2025-08-21,110.25
2025-08-22,107.59
2025-08-25,110.29
2025-08-26,109.81
2025-08-27,109.63
2025-08-28,108.41
2025-08-29,110.34
2025-09-01,116.09
2025-09-02,120.04
2025-09-03,118.42
2025-09-04,119.71
2025-09-05,119.7
2025-09-08,120.91
2025-09-09,119.68
2025-09-10,118.94
2025-09-11,118.98
2025-09-12,120.77
2025-09-15,120.19
2025-09-16,119.12
2025-09-17,119.08
2025-09-18,117.69
2025-09-19,119.44
2025-09-22,117.41
2025-09-23,119.63
2025-09-24,119.29
2025-09-25,121.51
2025-09-26,118.25
2025-09-29,118.68
2025-09-30,120.65
2025-10-01,120.29
2025-10-02,118.28
2025-10-03,118.88
2025-10-06,118.64
2025-10-07,118.86
2025-10-08,117.86
2025-10-09,118.3
2025-10-10,116.79
2025-10-13,118.23
2025-10-14,118.73
2025-10-15,118.08
2025-10-16,116.53
2025-10-17,118.92
2025-10-20,118.54
2025-10-21,117.34
2025-10-22,117.58
2025-10-23,116.34
2025-10-24,116.6
2025-10-27,117.04
2025-10-28,118.87
2025-10-29,117.21
2025-10-30,118.23
2025-10-31,117.15
2025-11-03,117.68
2025-11-04,117.33
2025-11-05,118.28
2025-11-06,116.95
2025-11-07,115.66
2025-11-10,115.56
2025-11-11,116.38
2025-11-12,115.73
2025-11-13,117.3
2025-11-14,116.6
2025-11-17,119.29
2025-11-18,115.47
2025-11-19,116.84
2025-11-20,115.66
2025-11-21,116.09
2025-11-24,116.7
2025-11-25,114.24
2025-11-26,116.45
2025-11-27,118.45
2025-11-28,116.31
2025-12-01,116.62
2025-12-02,117.41
2025-12-03,116.28
2025-12-04,115.65
2025-12-05,113.8
2025-12-08,116.39
2025-12-09,115.98
2025-12-10,114.96
2025-12-11,115.94
2025-12-12,115.33
2025-12-15,115.19
2025-12-16,116.29
2025-12-17,114.44
2025-12-18,116.56
2025-12-19,114.35
2025-12-22,114.67
2025-12-23,117.32
2025-12-24,116.87
2025-12-25,115.72
2025-12-26,114.45
2025-12-29,114.58
2025-12-30,115.18
2025-12-31,115.2
2026-01-01,115.04
2026-01-02,115.04
2026-01-05,114.75
2026-01-06,113.42
2026-01-07,114.13
2026-01-08,115.67
2026-01-09,113.53
2026-01-12,114.31
2026-01-13,113.76
2026-01-14,114.59
2026-01-15,114.17
2026-01-16,115.97
2026-01-19,115.15
2026-01-20,113.14
2026-01-21,114.83
2026-01-22,113.57
2026-01-23,113.55
2026-01-26,114.35
2026-01-27,113.62
2026-01-28,114.89
2026-01-29,113.34
2026-01-30,113.24
2026-02-02,113.08
2026-02-03,113.12
2026-02-04,114.78
2026-02-05,114.52
2026-02-06,115.55
2026-02-09,116.17
2026-02-10,112.87
2026-02-11,113.46
2026-02-12,112.24
2026-02-13,112.43
2026-02-16,112.51
2026-02-17,112.05
2026-02-18,111.95
2026-02-19,112.83
2026-02-20,111.84
2026-02-23,113.68
2026-02-24,112.13
2026-02-25,115.67
2026-02-26,112.84
2026-02-27,112.91
2026-03-02,111.43
2026-03-03,114.23
2026-03-04,114.02
2026-03-05,113.12
2026-03-06,111.27
2026-03-09,112.48
2026-03-10,111.27
2026-03-11,113.69
2026-03-12,113.35
2026-03-13,112.54
2026-03-16,109.73
2026-03-17,110.76
2026-03-18,112.58
2026-03-19,113.36
2026-03-20,113.34
2026-03-23,110.47
2026-03-24,111.94
2026-03-25,112.86
2026-03-26,110.23
2026-03-27,111.49
2026-03-30,111.86
